name,software,wall_time,basis,level_of_theory,energy,nbasis,termination
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/r2scan-3c/631+gdp/ala0.xyz.a4ac10e6-dd7a-11ef-9693-d85ed34e2189.out,orca,23.28,631+gdp,r2scan-3c,-25472.581016391992,511,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/b973c/631+gdp/ala0.xyz.a4ac4494-dd7a-11ef-9693-d85ed34e2189.out,orca,23.209,631+gdp,b973c,-25466.433324858244,450,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/mp2/631+gdp/ala0.xyz.a4ac786a-dd7a-11ef-9693-d85ed34e2189.out,orca,486.376,631+gdp,mp2,-25403.78878685607,457,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/pbe0/631+gdp/ala0.xyz.a4acdc24-dd7a-11ef-9693-d85ed34e2189.out,orca,68.48,631+gdp,pbe0,-25450.302198496756,457,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/pbe0/631+gdp/ala0.xyz.a4acf5ba-dd7a-11ef-9693-d85ed34e2189.out,gaussian,279.4,631+gdp,pbe0,-25450.54374485718,476,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/PBEh-3c/631+gdp/ala0.xyz.a4ad0cbc-dd7a-11ef-9693-d85ed34e2189.out,orca,46.417,631+gdp,PBEh-3c,-25422.929483901036,331,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xv/631+gdp/ala0.xyz.a4ad4010-dd7a-11ef-9693-d85ed34e2189.out,orca,128.947,631+gdp,wb97xv,-25472.030197677697,457,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3/631+gdp/ala0.xyz.a4ad7170-dd7a-11ef-9693-d85ed34e2189.out,orca,128.552,631+gdp,wb97xd3,-25472.706085584883,457,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3bj/631+gdp/ala0.xyz.a4ada302-dd7a-11ef-9693-d85ed34e2189.out,orca,126.69,631+gdp,wb97xd3bj,-25489.233458602874,457,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/m062x/631+gdp/ala0.xyz.a4add48a-dd7a-11ef-9693-d85ed34e2189.out,orca,71.198,631+gdp,m062x,-25467.717702873102,457,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/m062x/631+gdp/ala0.xyz.a4adee16-dd7a-11ef-9693-d85ed34e2189.out,gaussian,303.6,631+gdp,m062x,-25467.903999582704,476,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/camb3lyp/631+gdp/ala0.xyz.a4ae0496-dd7a-11ef-9693-d85ed34e2189.out,orca,109.035,631+gdp,camb3lyp,-25466.951668403566,457,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/camb3lyp/631+gdp/ala0.xyz.a4ae1dbe-dd7a-11ef-9693-d85ed34e2189.out,gaussian,294.7,631+gdp,camb3lyp,-25467.358994506856,476,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/b2plyp/631+gdp/ala0.xyz.a4ae4ef6-dd7a-11ef-9693-d85ed34e2189.out,gaussian,1490.7,631+gdp,b2plyp,-25426.77686049297,476,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/hf/6311++g2d2p/ala0.xyz.a4aecaca-dd7a-11ef-9693-d85ed34e2189.out,orca,924.678,6311++g2d2p,hf,-25330.24026396665,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/hf/6311++g2d2p/ala0.xyz.a4aee5e6-dd7a-11ef-9693-d85ed34e2189.out,gaussian,658.3,6311++g2d2p,hf,-25330.23824981837,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/r2scan-3c/6311++g2d2p/ala0.xyz.a4af2f24-dd7a-11ef-9693-d85ed34e2189.out,orca,25.066,6311++g2d2p,r2scan-3c,-25472.58101639225,511,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/b973c/6311++g2d2p/ala0.xyz.a4af626e-dd7a-11ef-9693-d85ed34e2189.out,orca,23.509,6311++g2d2p,b973c,-25466.433324858244,450,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/mp2/6311++g2d2p/ala0.xyz.a4afb14c-dd7a-11ef-9693-d85ed34e2189.out,gaussian,7349.9,6311++g2d2p,mp2,-25420.4020562973,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/pbe0/6311++g2d2p/ala0.xyz.a4affc7e-dd7a-11ef-9693-d85ed34e2189.out,orca,174.235,6311++g2d2p,pbe0,-25456.73254170988,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/pbe0/6311++g2d2p/ala0.xyz.a4b01812-dd7a-11ef-9693-d85ed34e2189.out,gaussian,994.5,6311++g2d2p,pbe0,-25456.6994202728,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/PBEh-3c/6311++g2d2p/ala0.xyz.a4b02ef6-dd7a-11ef-9693-d85ed34e2189.out,orca,49.155,6311++g2d2p,PBEh-3c,-25422.92948390111,331,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xv/6311++g2d2p/ala0.xyz.a4b0638a-dd7a-11ef-9693-d85ed34e2189.out,orca,336.397,6311++g2d2p,wb97xv,-25478.588024481156,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3/6311++g2d2p/ala0.xyz.a4b0959e-dd7a-11ef-9693-d85ed34e2189.out,orca,325.98,6311++g2d2p,wb97xd3,-25479.227201138598,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3bj/6311++g2d2p/ala0.xyz.a4b0c780-dd7a-11ef-9693-d85ed34e2189.out,orca,328.167,6311++g2d2p,wb97xd3bj,-25495.774894231057,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/m062x/6311++g2d2p/ala0.xyz.a4b0f9c6-dd7a-11ef-9693-d85ed34e2189.out,orca,181.729,6311++g2d2p,m062x,-25475.09019936034,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/m062x/6311++g2d2p/ala0.xyz.a4b113c0-dd7a-11ef-9693-d85ed34e2189.out,gaussian,1088.3,6311++g2d2p,m062x,-25475.044291999875,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/camb3lyp/6311++g2d2p/ala0.xyz.a4b12a90-dd7a-11ef-9693-d85ed34e2189.out,orca,294.675,6311++g2d2p,camb3lyp,-25474.08756347229,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/camb3lyp/6311++g2d2p/ala0.xyz.a4b14426-dd7a-11ef-9693-d85ed34e2189.out,gaussian,1073.2,6311++g2d2p,camb3lyp,-25474.061901161735,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/b2plyp/6311++g2d2p/ala0.xyz.a4b17720-dd7a-11ef-9693-d85ed34e2189.out,gaussian,10983.3,6311++g2d2p,b2plyp,-25433.065681079584,743,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/hf/sto3g/ala0.xyz.a4b1f5a6-dd7a-11ef-9693-d85ed34e2189.out,orca,7.271,sto3g,hf,-24999.643823702416,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/hf/sto3g/ala0.xyz.a4b210c2-dd7a-11ef-9693-d85ed34e2189.out,gaussian,4.1,sto3g,hf,-24999.642933176805,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/ccsd/sto3g/ala0.xyz.a4b22904-dd7a-11ef-9693-d85ed34e2189.out,orca,186.997,sto3g,ccsd,-25032.616599322293,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/ccsd/sto3g/ala0.xyz.a4b24574-dd7a-11ef-9693-d85ed34e2189.out,gaussian,218.0,sto3g,ccsd,-25032.615667856124,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/r2scan-3c/sto3g/ala0.xyz.a4b25dc0-dd7a-11ef-9693-d85ed34e2189.out,orca,24.879,sto3g,r2scan-3c,-25472.58101639225,511,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/b973c/sto3g/ala0.xyz.a4b294fc-dd7a-11ef-9693-d85ed34e2189.out,orca,25.093,sto3g,b973c,-25466.43332485817,450,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/mp2/sto3g/ala0.xyz.a4b2cb7a-dd7a-11ef-9693-d85ed34e2189.out,orca,11.611,sto3g,mp2,-25027.01477413891,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/mp2/sto3g/ala0.xyz.a4b2e6d2-dd7a-11ef-9693-d85ed34e2189.out,gaussian,5.5,sto3g,mp2,-25027.014005947956,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/pbe0/sto3g/ala0.xyz.a4b334d4-dd7a-11ef-9693-d85ed34e2189.out,orca,23.845,sto3g,pbe0,-25123.473735040647,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/pbe0/sto3g/ala0.xyz.a4b35108-dd7a-11ef-9693-d85ed34e2189.out,gaussian,28.1,sto3g,pbe0,-25123.20790628606,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/PBEh-3c/sto3g/ala0.xyz.a4b3690e-dd7a-11ef-9693-d85ed34e2189.out,orca,47.238,sto3g,PBEh-3c,-25422.929483901036,331,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xv/sto3g/ala0.xyz.a4b39e56-dd7a-11ef-9693-d85ed34e2189.out,orca,28.547,sto3g,wb97xv,-25144.916655539713,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3/sto3g/ala0.xyz.a4b3d290-dd7a-11ef-9693-d85ed34e2189.out,orca,25.309,sto3g,wb97xd3,-25146.33098731317,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/wb97xd3bj/sto3g/ala0.xyz.a4b40580-dd7a-11ef-9693-d85ed34e2189.out,orca,25.881,sto3g,wb97xd3bj,-25162.359797255387,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/m062x/sto3g/ala0.xyz.a4b43910-dd7a-11ef-9693-d85ed34e2189.out,orca,16.607,sto3g,m062x,-25147.813367678526,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/m062x/sto3g/ala0.xyz.a4b4535a-dd7a-11ef-9693-d85ed34e2189.out,gaussian,48.9,sto3g,m062x,-25147.56218007063,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/orca/ala0.xyz/camb3lyp/sto3g/ala0.xyz.a4b46b24-dd7a-11ef-9693-d85ed34e2189.out,orca,25.363,sto3g,camb3lyp,-25134.23134356196,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/camb3lyp/sto3g/ala0.xyz.a4b48564-dd7a-11ef-9693-d85ed34e2189.out,gaussian,30.7,sto3g,camb3lyp,-25133.974340472763,118,NORMAL TERMINATION
/cluster/home/schmidtn/master/wahlprak/dft-mp2-data/rerun/gaussian/ala0.xyz/b2plyp/sto3g/ala0.xyz.a4b4bba6-dd7a-11ef-9693-d85ed34e2189.out,gaussian,24.9,sto3g,b2plyp,-25097.92736016534,118,NORMAL TERMINATION
